0,0,_
1,1,_
2,2,_
3,3,_
4,4,_
5,5,_
6,6,_
7,2,_
8,7,_
9,8,_
10,4,_
11,9,
12,10,_
13,3,_
14,11,_
15,7,_
16,12,^
17,13,J
18,12,^
19,13,J
20,14,I
21,15,n
22,9,
23,16,a
24,15,n
25,9,
26,17,e
27,18,f
28,18,f
29,19,o
30,20,r
31,21,t
32,9,
33,21,t
34,19,o
35,9,
36,22,k
37,17,e
38,17,e
39,23,p
40,9,
41,21,t
42,24,h
43,17,e
44,25,m
45,9,
46,17,e
47,15,n
48,26,g
49,16,a
50,26,g
51,17,e
52,27,d
53,9,
54,28,w
55,29,i
56,21,t
57,24,h
58,9,
59,21,t
60,24,h
61,17,e
62,29,i
63,20,r
64,9,
65,15,n
66,17,e
67,28,w
68,9,
69,30,b
70,19,o
71,27,d
72,29,i
73,17,e
74,24,s
75,9,
76,16,a
77,15,n
78,27,d
79,9,
80,24,s
81,21,t
82,16,a
83,32,v
84,17,e
85,9,
86,19,o
87,18,f
88,18,f
89,9,
90,21,t
91,24,h
92,17,e
93,9,
94,27,d
95,29,i
96,24,s
97,24,s
98,19,o
99,33,c
100,29,i
101,16,a
102,21,t
103,29,i
104,32,v
105,17,e
106,9,
107,20,r
108,17,e
109,34,_
110,17,e
111,33,c
112,21,t
113,29,i
114,19,o
115,15,n
116,9,
117,21,t
118,24,h
119,16,a
120,21,t
121,9,
122,22,k
123,29,i
124,35,l
125,35,l
126,17,e
127,27,d
128,9,
129,36,M
130,20,r
131,37,.
132,9,
133,38,_
134,24,h
135,39,u
136,22,k
137,40,,
138,9,
139,14,I
140,9,
141,24,h
142,16,a
143,32,v
144,17,e
145,9,
146,16,a
147,24,s
148,24,s
149,29,i
150,26,g
151,15,n
152,17,e
153,27,d
154,9,
155,25,m
156,41,y
157,9,
158,17,e
159,42,x
160,19,o
161,24,s
162,9,
163,21,t
164,19,o
165,9,
166,24,s
167,33,c
168,19,o
169,39,u
170,21,t
171,9,
172,21,t
173,24,h
174,20,r
175,19,o
176,39,u
177,26,g
178,24,h
179,9,
180,21,t
181,24,h
182,17,e
183,9,
184,26,g
185,16,a
186,21,t
187,17,e
188,28,w
189,16,a
190,41,y
191,37,.
192,9,
193,43,T
194,24,h
195,17,e
196,9,
197,44,V
198,17,e
199,42,x
200,9,
201,24,s
202,21,t
203,16,a
204,21,t
205,29,i
206,21,t
207,17,e
208,9,
209,24,h
210,16,a
211,24,s
212,9,
213,16,a
214,9,
215,24,s
216,39,u
217,20,r
218,18,f
219,16,a
220,33,c
221,17,e
222,9,
223,16,a
224,20,r
225,17,e
226,16,a
227,9,
228,35,l
229,16,a
230,20,r
231,26,g
232,17,e
233,20,r
234,9,
235,21,t
236,24,h
237,16,a
238,15,n
239,9,
240,19,E
241,16,a
242,20,r
243,21,t
244,24,h
245,40,,
246,9,
247,24,s
248,19,o
249,9,
250,28,w
251,17,e
252,9,
253,24,h
254,16,a
255,32,v
256,17,e
257,9,
258,23,p
259,35,l
260,17,e
261,15,n
262,21,t
263,41,y
264,9,
265,19,o
266,18,f
267,9,
268,17,e
269,42,x
270,23,p
271,35,l
272,19,o
273,20,r
274,29,i
275,15,n
276,26,g
277,9,
278,21,t
279,19,o
280,9,
281,27,d
282,19,o
283,37,.
284,9,
285,14,I
286,9,
287,33,c
288,16,a
289,15,n
290,15,n
291,19,o
292,21,t
293,9,
294,30,b
295,17,e
296,35,l
297,29,i
298,17,e
299,32,v
300,17,e
301,9,
302,21,t
303,24,h
304,16,a
305,21,t
306,9,
307,14,I
308,9,
309,16,a
310,33,c
311,21,t
312,39,u
313,16,a
314,35,l
315,35,l
316,41,y
317,9,
318,18,f
319,29,i
320,15,n
321,27,d
322,9,
323,29,i
324,21,t
325,9,
326,21,t
327,29,i
328,20,r
329,29,i
330,15,n
331,26,g
332,40,,
333,9,
334,30,b
335,39,u
336,21,t
337,9,
338,21,t
339,24,h
340,17,e
341,9,
342,24,s
343,24,h
344,17,e
345,17,e
346,20,r
347,9,
348,24,s
349,33,c
350,16,a
351,35,l
352,17,e
353,9,
354,16,a
355,15,n
356,27,d
357,9,
358,23,p
359,16,a
360,24,s
361,24,s
362,29,i
363,32,v
364,29,i
365,21,t
366,41,y
367,9,
368,19,o
369,18,f
370,9,
371,21,t
372,24,h
373,17,e
374,9,
375,44,V
376,17,e
377,42,x
378,9,
379,33,c
380,19,o
381,15,n
382,24,s
383,21,t
384,20,r
385,39,u
386,33,c
387,21,t
388,24,s
389,9,
390,29,i
391,15,n
392,18,f
393,39,u
394,20,r
395,29,i
396,16,a
397,21,t
398,17,e
399,24,s
400,9,
401,25,m
402,17,e
403,37,.
404,12,^
405,13,J
406,9,
407,9,
408,9,
409,9,
410,9,
411,9,
412,9,
413,9,
414,9,
415,9,
416,9,
417,9,
418,9,
419,9,
420,9,
421,9,
422,9,
423,9,
424,9,
425,9,
426,9,
427,9,
428,9,
429,9,
430,9,
431,9,
432,9,
433,9,
434,9,
435,9,
436,9,
437,9,
438,9,
439,9,
440,9,
441,9,
442,9,
443,9,
444,9,
445,9,
446,9,
447,9,
448,9,
449,9,
450,9,
451,9,
452,9,
453,9,
454,9,
455,9,
456,9,
457,9,
458,9,
459,9,
460,9,
461,9,
462,9,
463,9,
464,9,
465,9,
466,9,
467,9,
468,9,
469,9,
470,9,
471,9,
472,9,
473,9,
474,9,
475,9,
476,9,
477,9,
478,9,
479,9,
480,9,
481,9,
482,9,
483,9,
484,9,
485,9,
486,9,
487,9,
488,9,
489,9,
490,9,
491,9,
492,9,
493,9,
494,9,
495,9,
496,9,
497,9,
498,9,
499,9,
500,9,
501,9,
502,9,
503,9,
504,9,
505,9,
506,9,
507,9,
508,9,
509,9,
510,9,
511,9,
512,9,
513,9,
514,9,
515,9,
516,9,
517,9,
518,9,
519,9,
520,9,
521,9,
522,9,
523,9,
524,9,
525,9,
526,9,
527,9,
528,9,
529,9,
530,9,
531,9,
532,9,
533,9,
534,9,
535,9,
536,9,
537,9,
538,9,
539,9,
540,9,
541,9,
542,9,
543,12,^
544,13,J
545,12,^
546,13,J
547,46,U
548,15,n
549,21,t
550,29,i
551,35,l
552,9,
553,14,I
554,9,
555,33,c
556,16,a
557,15,n
558,9,
559,24,s
560,41,y
561,15,n
562,21,t
563,24,h
564,17,e
565,24,s
566,29,i
567,47,z
568,17,e
569,9,
570,25,m
571,41,y
572,9,
573,19,o
574,28,w
575,15,n
576,9,
577,32,v
578,17,e
579,20,r
580,24,s
581,29,i
582,19,o
583,15,n
584,9,
585,19,o
586,18,f
587,9,
588,21,t
589,24,h
590,17,e
591,9,
592,25,m
593,29,i
594,15,n
595,27,d
596,9,
597,18,f
598,35,l
599,39,u
600,29,i
601,27,d
602,40,,
603,9,
604,21,t
605,24,h
606,17,e
607,9,
608,44,V
609,17,e
610,42,x
611,9,
612,16,a
613,20,r
614,17,e
615,9,
616,15,n
617,17,e
618,33,c
619,17,e
620,24,s
621,24,s
622,16,a
623,20,r
624,41,y
625,9,
626,21,t
627,19,o
628,9,
629,21,t
630,24,h
631,17,e
632,9,
633,28,w
634,19,o
635,20,r
636,22,k
637,37,.
638,9,
639,48,B
640,39,u
641,21,t
642,9,
643,14,I
644,9,
645,18,f
646,29,i
647,15,n
648,27,d
649,9,
650,21,t
651,24,h
652,17,e
653,29,i
654,20,r
655,9,
656,29,i
657,15,n
658,27,d
659,29,i
660,18,f
661,18,f
662,17,e
663,20,r
664,17,e
665,15,n
666,33,c
667,17,e
668,9,
669,32,v
670,17,e
671,20,r
672,25,m
673,29,i
674,15,n
675,19,o
676,39,u
677,24,s
678,37,.
679,9,
680,43,T
681,24,h
682,17,e
683,41,y
684,9,
685,17,e
686,35,l
687,29,i
688,33,c
689,29,i
690,21,t
691,9,
692,21,t
693,24,h
694,17,e
695,9,
696,24,s
697,16,a
698,25,m
699,17,e
700,9,
701,17,e
702,25,m
703,19,o
704,21,t
705,29,i
706,19,o
707,15,n
708,24,s
709,9,
710,16,a
711,24,s
712,9,
713,16,a
714,9,
715,18,f
716,16,a
717,21,t
718,9,
719,33,c
720,19,o
721,33,c
722,22,k
723,20,r
724,19,o
725,16,a
726,33,c
727,24,h
728,9,
729,28,w
730,16,a
731,15,n
732,27,d
733,17,e
734,20,r
735,29,i
736,15,n
737,26,g
738,9,
739,16,a
740,33,c
741,20,r
742,19,o
743,24,s
744,24,s
745,9,
746,16,a
747,9,
748,28,w
749,16,a
750,35,l
751,35,l
752,49,_
753,9,
754,27,d
755,29,i
756,24,s
757,26,g
758,39,u
